Rating,Users,Field,Action,Developer,Description
3.5,4 users,Arts & lifestyle,All Things Hair,Unilever,"All Things Hair by Unilever

Welcome to the All Things Hair app, your online hair advisor! Our beauty editors at Unilever love trying out hundreds of styles and products to give you the best hair tips and inspiration.

Once you’ve enabled All Things Hair, you can explore the three key features:

1. A free search
You can ask and find out everything about any hairstyle and get specific haircare advice too. Just say what you have in mind:

‘Advice on wedding hairstyles’
‘Tell me what hairstyles look good with thin hair’
‘Show me Dutch braids’
‘Advice for summer hair color ideas’
‘Help me with dandruff’
‘How do I do natural hair updos’ 
‘How to deal with split ends’

2. Discover a new look, and find tutorials to help you

If you’re not sure about how to style your hair, we can suggest the perfect look based on your hair type, an upcoming event, or even the time of the year. If you feel inspired to try out a hairstyle, you will have access to tutorials that will guide you through the process step by step, giving you time to complete each one. You can pause & resume; it will remember where you were. 

Just say ‘inspire me’. You can always go back to searching for a new hairstyle at any time by saying ‘find another look’, or go back to the menu. 

3. Hair care and product tips 

We can give you instant access to essential hair care information and must-have products.  We can then email you the haircare advice and style guides so you can refer to them later – just say ‘Send me the look’. We can then send the products used to your inbox.

If you’d prefer to not receive emails, you can change the settings. You can turn them back on if you change your mind.

Enabling All Things Hair is simple. Tap the green ‘Install’ button on this page, enter your name & email address (so we can send you your products and tips), verify your account (click the link in the email we send), and get started with ‘Google, talk to All Things Hair!’.

For lots more handy information on how to use this skill, head to www.allthingshair.com or search ‘All Things Hair’. We hope you’ll enjoy it. If you like it, the best way to tell us is with some stars."
4.2,15 users,Arts & lifestyle,Michael Kors Access Chat,,"Whether you're shopping for a smartwatch, setting one up, or looking to accessorize your watch with new straps, Michael Kors Access Smartwatch Chat is here to help. 

From step-by-step setup guides to street style inspiration, feature overviews and more, you’ll be a Michael Kors Access expert in no time.   

To get started, simply say, “Ok Google, talk to the Michael Kors Access Smartwatch Chat,” to any Google Assistant-enabled device."
4.0,28 users,Arts & lifestyle,Denim Deeva,Steve Sharp,Denim Diva answers all your questions about denim to help you look and feel great!
3.3,86 users,Arts & lifestyle,FlipFlop,,"Flipflop lets you get the suggestions on what to wear based on the weather in a given city. For example you can ask ""What should I wear in New York today""?"
4.2,19 users,Arts & lifestyle,H&M HOME,H&M,"Meet the H&M HOME stylist that will give you some great inspiration. Choose between different styling suggestions for your living room, kitchen, bedroom and bathroom – and enjoy  mood boards, products and inspiration pictures.

Disclaimer: the English version of this application is intended for the UK market only. We do not guarantee an optimal experience in other areas."
3.7,3 users,Arts & lifestyle,Bible Commentaries,Catena,"The Bible with verse by verse commentary from the church fathers. Catena presents insights on the scripture by early Christian theologians whose faith is the basis of all Christians. 

Catena (from Latin meaning “a chain”): brings the faith that was taught by Christ, preached by the Apostles and kept by the fathers. Contains homilies of the early church fathers whose teachings have enlightened our minds and our hearts. Commentaries from the original Church perspective speaks to the deeper experience in the roots of the authentic faith.

Catena presents a remarkable combination of historic insights and practical instructions in Christian living. Catena provides background information on the historical, literary, and theological dimensions of the Scripture.

If you are looking for authoritative guidance in interpreting Scripture, understanding the early church, and learning how to apply the Word of God to your spiritual life, Catena will be a treasured resource for you"
3.0,3 users,Arts & lifestyle,The Good Shepherd,The Good Shepherd Orthodox Church Inc.,The Good Shepherd App can tell you the Antiochian Orthodox fasting rules for any given day.
4.7,6 users,Arts & lifestyle,Islam FAQ,Panacloud,"do you have some FAQs about Islam? I will try to answer your questions, just say"
4.5,11 users,Arts & lifestyle,Hindu Guru,www.ishwar.guru,"Festivals, Mantras, Gita Shlokas, Calendar and Pictures of various deities."
4.1,8 users,Arts & lifestyle,Jewish Times,WYRE corp,"Jewish Times provides you with accurate jewish times / zmanim through google assistant. These times are very useful for jewish people as they are used to determine prayer times, holidays etc."
5.0,1 users,Arts & lifestyle,Catholic Facts,Mechanic Manday,Catholic Facts lets you know more about the interesting facts about the role and functioning of the Catholic Church
3.4,5 users,Arts & lifestyle,Salah Timings,Extentia,"No matter what corner of the world you’re in, Salah Timings provides Islamic prayer timings (Salah) for followers around the world. 

This skill helps keep track of Salat times just for you!
You can ask Google assistant the precise time for all five prayers in any city located in any country across the world, and she’ll tell you in a jiffy! 
While you’re running your errands, just speak to her, it saves you the trouble of looking it up on your phone or the web.

Just say, “Ok google, ask Salah Timings for prayer timings in Chicago”, and you will have the information you need.

In case you’re looking for an early update for the succeeding day’s prayer timings, just be specific – “Ok Google, ask Salah Timings for prayer timings in Berlin tomorrow”, and she will be happy to help you!"
4.7,13 users,Arts & lifestyle,Jainism Quiz,Abhya,"Jainism, traditionally known as Jain Dharma, is an ancient Indian religion. Followers of Jainism are called ""Jains"", a word derived from the Sanskrit word jina (victor) and connoting the path of victory in crossing over life's stream of rebirths through an ethical and spiritual life."
3.5,11 users,Arts & lifestyle,Divine Song,,"This service randomly sings verses from Bhagavad Gita - Song of Lord from Mahabharata.

You can also select a particular chapter and ask to sing it."
5.0,3 users,Arts & lifestyle,My Child's Prayer,David E. Quiel,"This prayer is based on the prayer found in the author’s book titled ""My Morning Prayer"". It assists families in their talk and walk with Jesus and their personal life experiences as they build a strong relationship with Jesus.

God watches over you every day. He directs your path, challenges you in your faith, and provides for your needs.  He definitely has a purpose for each day of your life. That is why you should talk with Him every day."
5.0,3 users,Arts & lifestyle,Today's Gospel,Jills J Francis,"Today's Gospel is a simple action that makes your mind happy, refreshed and gives you the strength to overcome the problems throughout a day.

Recently, Pope Francis said ""Always have a little Gospel in your pocket or purse... While you are on the bus or subway, on the train, or sitting at home, open it and read it. You try. You will see how your life changes.Because then you will find Jesus.""

So, in this busy life Today's Gospel makes it easy to read a daily Gospel, which is randomly picked and given to each of you.

*Now we have included Beta Version of Today's Gospel Malayalam, Try It..! (Ask: ""What's Today's Gospel Malayalam?"")"
